state,industry,reporting_date,year,month,month_no,turnover_millions,yoy_growth_pct
South Australia,"Pharmaceutical, cosmetic and toiletry goods retailing",1/11/2024,2024,November ,11,175.9,0.92
South Australia,"Pharmaceutical, cosmetic and toiletry goods retailing",1/12/2024,2024,December ,12,200.6,-1.86
South Australia,"Pharmaceutical, cosmetic and toiletry goods retailing",1/01/2025,2025,January  ,1,162.9,1.62
South Australia,"Pharmaceutical, cosmetic and toiletry goods retailing",1/02/2025,2025,February ,2,152.9,0.86
South Australia,"Pharmaceutical, cosmetic and toiletry goods retailing",1/03/2025,2025,March    ,3,165.3,5.49
South Australia,"Pharmaceutical, cosmetic and toiletry goods retailing",1/04/2025,2025,April    ,4,163.1,8.30
South Australia,"Pharmaceutical, cosmetic and toiletry goods retailing",1/05/2025,2025,May      ,5,184.7,8.46
South Australia,"Pharmaceutical, cosmetic and toiletry goods retailing",1/06/2025,2025,June     ,6,170.7,10.06
South Australia,Supermarket and grocery stores,1/01/2019,2019,January  ,1,711,NULL
South Australia,Supermarket and grocery stores,1/02/2019,2019,February ,2,641.8,NULL
South Australia,Supermarket and grocery stores,1/03/2019,2019,March    ,3,711.7,NULL
South Australia,Supermarket and grocery stores,1/04/2019,2019,April    ,4,683.3,NULL
South Australia,Supermarket and grocery stores,1/05/2019,2019,May      ,5,682,NULL
South Australia,Supermarket and grocery stores,1/06/2019,2019,June     ,6,653.1,NULL
South Australia,Supermarket and grocery stores,1/07/2019,2019,July     ,7,669.5,NULL
South Australia,Supermarket and grocery stores,1/08/2019,2019,August   ,8,694.3,NULL
South Australia,Supermarket and grocery stores,1/09/2019,2019,September,9,676.2,NULL
South Australia,Supermarket and grocery stores,1/10/2019,2019,October  ,10,707.5,NULL
South Australia,Supermarket and grocery stores,1/11/2019,2019,November ,11,710.9,NULL
South Australia,Supermarket and grocery stores,1/12/2019,2019,December ,12,788.7,NULL
South Australia,Supermarket and grocery stores,1/01/2020,2020,January  ,1,711.6,0.08
South Australia,Supermarket and grocery stores,1/02/2020,2020,February ,2,675.9,5.31
South Australia,Supermarket and grocery stores,1/03/2020,2020,March    ,3,862.7,21.22
South Australia,Supermarket and grocery stores,1/04/2020,2020,April    ,4,702.2,2.77
South Australia,Supermarket and grocery stores,1/05/2020,2020,May      ,5,742.6,8.89
South Australia,Supermarket and grocery stores,1/06/2020,2020,June     ,6,712.1,9.03
South Australia,Supermarket and grocery stores,1/07/2020,2020,July     ,7,752.5,12.40
South Australia,Supermarket and grocery stores,1/08/2020,2020,August   ,8,755.5,8.81
South Australia,Supermarket and grocery stores,1/09/2020,2020,September,9,727.5,7.59
South Australia,Supermarket and grocery stores,1/10/2020,2020,October  ,10,764.6,8.07
South Australia,Supermarket and grocery stores,1/11/2020,2020,November ,11,786.9,10.69
South Australia,Supermarket and grocery stores,1/12/2020,2020,December ,12,835.8,5.97
South Australia,Supermarket and grocery stores,1/01/2021,2021,January  ,1,751.2,5.56
South Australia,Supermarket and grocery stores,1/02/2021,2021,February ,2,669.7,-0.92
South Australia,Supermarket and grocery stores,1/03/2021,2021,March    ,3,750.8,-12.97
South Australia,Supermarket and grocery stores,1/04/2021,2021,April    ,4,705,0.40
South Australia,Supermarket and grocery stores,1/05/2021,2021,May      ,5,728.8,-1.86
South Australia,Supermarket and grocery stores,1/06/2021,2021,June     ,6,704.7,-1.04
South Australia,Supermarket and grocery stores,1/07/2021,2021,July     ,7,745.2,-0.97
South Australia,Supermarket and grocery stores,1/08/2021,2021,August   ,8,733.1,-2.96
South Australia,Supermarket and grocery stores,1/09/2021,2021,September,9,726.5,-0.14
South Australia,Supermarket and grocery stores,1/10/2021,2021,October  ,10,762.1,-0.33
South Australia,Supermarket and grocery stores,1/11/2021,2021,November ,11,751.9,-4.45
South Australia,Supermarket and grocery stores,1/12/2021,2021,December ,12,870.7,4.18
South Australia,Supermarket and grocery stores,1/01/2022,2022,January  ,1,806.5,7.36
South Australia,Supermarket and grocery stores,1/02/2022,2022,February ,2,717.8,7.18
South Australia,Supermarket and grocery stores,1/03/2022,2022,March    ,3,794,5.75
South Australia,Supermarket and grocery stores,1/04/2022,2022,April    ,4,790.6,12.14
South Australia,Supermarket and grocery stores,1/05/2022,2022,May      ,5,787.2,8.01
South Australia,Supermarket and grocery stores,1/06/2022,2022,June     ,6,761.5,8.06
South Australia,Supermarket and grocery stores,1/07/2022,2022,July     ,7,802.8,7.73
South Australia,Supermarket and grocery stores,1/08/2022,2022,August   ,8,818,11.58
South Australia,Supermarket and grocery stores,1/09/2022,2022,September,9,816.5,12.39
South Australia,Supermarket and grocery stores,1/10/2022,2022,October  ,10,840,10.22
South Australia,Supermarket and grocery stores,1/11/2022,2022,November ,11,838,11.45
South Australia,Supermarket and grocery stores,1/12/2022,2022,December ,12,966.7,11.03
South Australia,Supermarket and grocery stores,1/01/2023,2023,January  ,1,852.5,5.70
South Australia,Supermarket and grocery stores,1/02/2023,2023,February ,2,788.6,9.86
South Australia,Supermarket and grocery stores,1/03/2023,2023,March    ,3,862.4,8.61
South Australia,Supermarket and grocery stores,1/04/2023,2023,April    ,4,837.7,5.96
South Australia,Supermarket and grocery stores,1/05/2023,2023,May      ,5,834.4,6.00
South Australia,Supermarket and grocery stores,1/06/2023,2023,June     ,6,807.6,6.05
South Australia,Supermarket and grocery stores,1/07/2023,2023,July     ,7,831.4,3.56
South Australia,Supermarket and grocery stores,1/08/2023,2023,August   ,8,838.7,2.53
South Australia,Supermarket and grocery stores,1/09/2023,2023,September,9,842.6,3.20
South Australia,Supermarket and grocery stores,1/10/2023,2023,October  ,10,859.2,2.29
South Australia,Supermarket and grocery stores,1/11/2023,2023,November ,11,864.1,3.11
South Australia,Supermarket and grocery stores,1/12/2023,2023,December ,12,954.8,-1.23
South Australia,Supermarket and grocery stores,1/01/2024,2024,January  ,1,865,1.47
South Australia,Supermarket and grocery stores,1/02/2024,2024,February ,2,822.2,4.26
South Australia,Supermarket and grocery stores,1/03/2024,2024,March    ,3,902,4.59
South Australia,Supermarket and grocery stores,1/04/2024,2024,April    ,4,827,-1.28
South Australia,Supermarket and grocery stores,1/05/2024,2024,May      ,5,859.1,2.96
South Australia,Supermarket and grocery stores,1/06/2024,2024,June     ,6,819.5,1.47
South Australia,Supermarket and grocery stores,1/07/2024,2024,July     ,7,841.1,1.17
South Australia,Supermarket and grocery stores,1/08/2024,2024,August   ,8,868.1,3.51
South Australia,Supermarket and grocery stores,1/09/2024,2024,September,9,840.4,-0.26
South Australia,Supermarket and grocery stores,1/10/2024,2024,October  ,10,884.5,2.94
South Australia,Supermarket and grocery stores,1/11/2024,2024,November ,11,890.8,3.09
South Australia,Supermarket and grocery stores,1/12/2024,2024,December ,12,976.7,2.29
South Australia,Supermarket and grocery stores,1/01/2025,2025,January  ,1,895.3,3.50
South Australia,Supermarket and grocery stores,1/02/2025,2025,February ,2,823.8,0.19
South Australia,Supermarket and grocery stores,1/03/2025,2025,March    ,3,907.8,0.64
South Australia,Supermarket and grocery stores,1/04/2025,2025,April    ,4,878.6,6.24
South Australia,Supermarket and grocery stores,1/05/2025,2025,May      ,5,885.4,3.06
South Australia,Supermarket and grocery stores,1/06/2025,2025,June     ,6,837.8,2.23
South Australia,Takeaway food services,1/01/2019,2019,January  ,1,91.5,NULL
South Australia,Takeaway food services,1/02/2019,2019,February ,2,83.7,NULL
South Australia,Takeaway food services,1/03/2019,2019,March    ,3,94.7,NULL
South Australia,Takeaway food services,1/04/2019,2019,April    ,4,90.3,NULL
South Australia,Takeaway food services,1/05/2019,2019,May      ,5,91.2,NULL
South Australia,Takeaway food services,1/06/2019,2019,June     ,6,91.1,NULL
South Australia,Takeaway food services,1/07/2019,2019,July     ,7,93.4,NULL
South Australia,Takeaway food services,1/08/2019,2019,August   ,8,93.9,NULL
South Australia,Takeaway food services,1/09/2019,2019,September,9,94.1,NULL
South Australia,Takeaway food services,1/10/2019,2019,October  ,10,100.8,NULL
South Australia,Takeaway food services,1/11/2019,2019,November ,11,102.1,NULL
South Australia,Takeaway food services,1/12/2019,2019,December ,12,108,NULL
South Australia,Takeaway food services,1/01/2020,2020,January  ,1,97.9,6.99
South Australia,Takeaway food services,1/02/2020,2020,February ,2,92.9,10.99
South Australia,Takeaway food services,1/03/2020,2020,March    ,3,88.5,-6.55
South Australia,Takeaway food services,1/04/2020,2020,April    ,4,78.6,-12.96
South Australia,Takeaway food services,1/05/2020,2020,May      ,5,92.3,1.21
South Australia,Takeaway food services,1/06/2020,2020,June     ,6,94.3,3.51
South Australia,Takeaway food services,1/07/2020,2020,July     ,7,110,17.77
South Australia,Takeaway food services,1/08/2020,2020,August   ,8,106.8,13.74
South Australia,Takeaway food services,1/09/2020,2020,September,9,107.2,13.92
South Australia,Takeaway food services,1/10/2020,2020,October  ,10,112.8,11.90
South Australia,Takeaway food services,1/11/2020,2020,November ,11,96.7,-5.29
South Australia,Takeaway food services,1/12/2020,2020,December ,12,115.7,7.13
South Australia,Takeaway food services,1/01/2021,2021,January  ,1,110.2,12.56
South Australia,Takeaway food services,1/02/2021,2021,February ,2,100.5,8.18
South Australia,Takeaway food services,1/03/2021,2021,March    ,3,112.6,27.23
South Australia,Takeaway food services,1/04/2021,2021,April    ,4,112.7,43.38
South Australia,Takeaway food services,1/05/2021,2021,May      ,5,112.2,21.56
South Australia,Takeaway food services,1/06/2021,2021,June     ,6,112.8,19.62
South Australia,Takeaway food services,1/07/2021,2021,July     ,7,109.2,-0.73
South Australia,Takeaway food services,1/08/2021,2021,August   ,8,116.6,9.18
South Australia,Takeaway food services,1/09/2021,2021,September,9,116.6,8.77
